name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
peaceful stay near city centre,Buitenveldert - Zuidas,52.3358,4.8670599999999995,Entire home/apt,179,4,20,0.22,2,143
"Stunning, roof terrace on Vondelpark",Zuid,52.35929,4.87806,Entire home/apt,525,3,25,0.27,1,1
Spacious duplex apartment + terrace near centre,Oud-Oost,52.36075,4.93127,Entire home/apt,195,4,5,0.05,1,0
Beautiful apartment + Lovely garden.,De Pijp - Rivierenbuurt,52.35555,4.90146,Entire home/apt,150,4,16,0.17,1,0
Bright central studio with terrace,Zuid,52.35217,4.88042,Entire home/apt,140,2,55,0.59,2,108
Pretty apt in the center of A'dam,Centrum-Oost,52.37226,4.90191,Entire home/apt,110,3,97,1.05,1,0
Southern Comfort near Vondelpark,Zuid,52.349340000000005,4.86913,Private room,65,4,369,3.92,1,267
"Spacious, 2 bedrooms & garden close to the centre!",De Baarsjes - Oud-West,52.3684,4.86064,Entire home/apt,150,3,10,0.11,1,0
Monumental Amsterdam Canalhouse,Centrum-West,52.3787,4.89095,Entire home/apt,125,3,5,0.09,1,0
AMS CENTRAL FAMILY HOME with huge garden.,De Baarsjes - Oud-West,52.36671,4.87275,Entire home/apt,206,2,26,0.32,1,0
Loft right in the city centre,Centrum-Oost,52.360690000000005,4.89302,Entire home/apt,245,5,15,0.22,2,0
Appartment in centre of Amsterdam.,Centrum-Oost,52.37076,4.90295,Entire home/apt,200,3,33,0.35,1,20
Studio on Spectacular Houseboat,Westerpark,52.38982,4.8842099999999995,Private room,149,2,439,4.79,1,196
Cosy apartment with canal view!,De Baarsjes - Oud-West,52.36534,4.85654,Entire home/apt,97,7,6,0.07,1,0
Comfy house with garden in De Pijp,De Pijp - Rivierenbuurt,52.35403,4.899830000000001,Entire home/apt,250,3,76,0.83,1,0
Large & quiet  park side Amsterdam apartment,Slotervaart,52.35933,4.8415099999999995,Entire home/apt,85,7,10,0.13,1,1
Bright & spacious design apt. in quiet area,Bos en Lommer,52.37809,4.85039,Entire home/apt,144,3,22,0.23,1,172
Jacky's place,Oud-Noord,52.387229999999995,4.91974,Entire home/apt,100,4,10,0.29,1,0
Amsterdam Family Home,Oud-Noord,52.39387,4.916869999999999,Entire home/apt,170,4,20,0.21,1,0
Warm Family Canal House in the Center,Centrum-Oost,52.37246,4.90278,Entire home/apt,230,2,1,0.03,1,0
Large 3 bedroom apartment surrounde,Centrum-Oost,52.3709,4.91308,Entire home/apt,360,3,170,2.69,4,277
Casa Bacco @ Amsterdam city center,Centrum-Oost,52.3598,4.89916,Entire home/apt,110,180,39,0.42,1,0
Sweet ap. with garden and  2 bedrooms...,Oud-Oost,52.35045,4.91614,Entire home/apt,100,2,43,0.53,1,1
Singel Canal Duplex apartment,Centrum-West,52.38019,4.89452,Entire home/apt,270,7,58,0.8,4,76
Lovely apartment near city centre,Oud-Oost,52.35374,4.90931,Entire home/apt,85,5,25,0.27,1,1
Romantic Refuge,Zuid,52.35289,4.852130000000001,Entire home/apt,118,5,17,0.18,1,0
Our Cozy Third floor Home,De Baarsjes - Oud-West,52.36692,4.85332,Entire home/apt,130,4,40,0.44,1,200
amazing apartment in Amsterdam!!,Watergraafsmeer,52.35495,4.93233,Entire home/apt,140,2,7,0.07,1,0
Beautiful apartment near Vondelpark,Zuid,52.34724,4.85026,Entire home/apt,550,2,11,0.12,1,0
House on waterfront - free parking,Bijlmer-Oost,52.32698,4.98295,Entire home/apt,225,1,66,0.71,1,0
Cozy room in Amsterdam's Center,Centrum-Oost,52.36994,4.91482,Private room,85,3,337,4.64,1,342
VanGoghDeHallenAmsterdamKeyLocation,De Baarsjes - Oud-West,52.36616,4.86647,Entire home/apt,90,2,210,2.38,1,365
Lovely apartment on TOP location,Zuid,52.35389,4.88206,Entire home/apt,200,2,32,0.34,1,0
floating room on amsterdam canal,Centrum-Oost,52.36675,4.92777,Private room,90,2,259,2.8,1,59
Cosy apartment in center of Amsterdam,Oud-Oost,52.3566,4.90834,Entire home/apt,150,1,28,0.31,1,4
Beautiful Family appartement,Centrum-West,52.3748,4.87739,Entire home/apt,150,4,20,0.21,1,0
Modern Houseboat | Canal Views! | JORDAAN AREA,Westerpark,52.377520000000004,4.87058,Private room,83,2,284,3.26,1,180
Sleep at Amy's B'n'B Front Room,Centrum-West,52.38315,4.88732,Hotel room,80,2,606,6.48,2,90
Spacious ground floor apartment,Watergraafsmeer,52.34965,4.93339,Entire home/apt,139,3,31,0.37,1,116
Huge luxurious (2bedr.) apt in vibrant 'oud west'!,De Baarsjes - Oud-West,52.36298,4.86721,Entire home/apt,232,2,34,0.37,1,0
Sunny & quiet apartment in Amsterdam close to RAI,Buitenveldert - Zuidas,52.32653,4.87185,Entire home/apt,180,4,7,0.09,1,364
Your own cottage in the countryside,Noord-Oost,52.41016,4.96369,Private room,87,1,363,3.9,10,334
Artist's flat overlooking park,Westerpark,52.38347,4.86768,Private room,69,1,195,2.11,1,0
"Light, spacious apartment in trendy Westerpark",Westerpark,52.38892,4.869730000000001,Entire home/apt,235,3,32,0.35,1,70
Beautiful and spacious apartment with big rooftop,De Baarsjes - Oud-West,52.36068,4.86543,Entire home/apt,120,3,19,0.21,1,31
Specious family residence near the city centre.,Oud-Oost,52.35277,4.91031,Entire home/apt,213,4,28,0.34,1,38
Big apartment near Vondelpark,De Baarsjes - Oud-West,52.36285,4.86544,Entire home/apt,140,4,18,0.19,1,0
Beautifull apartment at Westerpark,Westerpark,52.38694,4.8788800000000005,Entire home/apt,70,2,71,0.76,1,0
Beautiful Apartment Amsterdam,Westerpark,52.37625,4.87519,Entire home/apt,150,6,0,,1,0
Sleep at Amy's B'n'B Garden Room,Centrum-West,52.38165,4.88874,Hotel room,90,2,372,3.97,2,87
House boat near museums in the Pijp,De Pijp - Rivierenbuurt,52.35228,4.88742,Entire home/apt,150,6,14,0.15,1,0
Luxury apartment with nice garden,Oud-Oost,52.357490000000006,4.92366,Entire home/apt,135,2,7,0.08,1,107
"Cntr. Amsterdam - roof top, 1 bedrm",De Baarsjes - Oud-West,52.363409999999995,4.863580000000001,Entire home/apt,125,2,36,0.39,1,0
Canal apt in Jordaan Center 90 m²!,Centrum-West,52.37904,4.87936,Entire home/apt,225,6,47,0.51,1,158
Casa Don Mateo,Centrum-West,52.37052,4.88999,Entire home/apt,125,5,21,0.23,1,0
"'Westerpark Sanctuary', Office-Apartment",Westerpark,52.38371,4.8669400000000005,Entire home/apt,100,7,141,1.52,1,347
"Cozy, quiet home near Vondelpark",Zuid,52.34675,4.8473,Entire home/apt,79,4,15,0.18,1,0
Spacious duplex with roof terrasse,Bos en Lommer,52.3765,4.86016,Entire home/apt,105,2,1,0.01,1,0
Beautiful apartment in Amsterdam,De Baarsjes - Oud-West,52.360240000000005,4.85364,Entire home/apt,105,5,22,0.24,1,0
Apartment with garden + 2 bikes,Watergraafsmeer,52.349940000000004,4.92824,Entire home/apt,99,3,41,0.44,1,18
Amdam Canal centerA+ Private /w Pantry&WC/Shower,Centrum-West,52.368829999999996,4.88531,Entire home/apt,100,3,216,2.4,1,12
Cute Condo in heart of Amsterdam,Centrum-Oost,52.36587,4.89144,Entire home/apt,139,2,107,1.17,1,0
"Proper & clean apartment, nice neighborhood",De Baarsjes - Oud-West,52.37285,4.86066,Entire home/apt,120,6,34,0.37,1,16
"Bright, central, design Apartment w/cosy feel",Westerpark,52.39178,4.8724099999999995,Entire home/apt,99,5,17,0.18,1,46
Lovely apartment in dynamic Pijp for rent!,De Pijp - Rivierenbuurt,52.35711,4.895980000000001,Entire home/apt,90,3,28,0.33,1,0
Sunny apartment with canal view ,De Baarsjes - Oud-West,52.36637,4.87755,Entire home/apt,115,6,8,0.09,1,0
My perfect spot next to the Jordaan,Westerpark,52.37835,4.87297,Entire home/apt,100,2,102,1.1,1,0
"VeryBig luxurious family house A""dam free parking",Buitenveldert - Zuidas,52.32246,4.86219,Entire home/apt,170,4,14,0.43,1,104
Characteristic canalhouse near Leidse square!,De Baarsjes - Oud-West,52.3687,4.87209,Entire home/apt,140,3,29,0.31,1,0
"A-location, ensuite bathroom, centre - Milkmaid -",Centrum-West,52.37167,4.8948,Hotel room,85,1,645,6.98,2,274
A-location ensuite bathroom centre 'Pearl Earring',Centrum-West,52.370979999999996,4.894340000000001,Hotel room,85,1,551,6.0,2,281
"Style, History & Design - 2 Bedrm",Centrum-Oost,52.37103,4.90747,Entire home/apt,150,4,4,0.08,1,0
Ground floor 90m2,De Baarsjes - Oud-West,52.36114,4.87608,Private room,160,2,99,1.17,1,336
Large 4 floor art-filled family-friendly townhouse,Watergraafsmeer,52.355259999999994,4.9345099999999995,Entire home/apt,325,5,34,0.38,1,25
120m2 luxurious house with a garden,Watergraafsmeer,52.35532,4.93239,Entire home/apt,170,4,12,0.14,1,0
Boutique luxe apt. at PRINSENGRACHT,Centrum-Oost,52.36143,4.901680000000001,Entire home/apt,350,7,22,0.25,1,0
Design Waterfront flat near station,Oud-Noord,52.38557,4.90137,Entire home/apt,87,30,64,0.69,1,363
Artists house with two gardens.,De Pijp - Rivierenbuurt,52.351079999999996,4.89882,Entire home/apt,139,14,0,,1,0
"Lovely, Spacious appartment!",De Baarsjes - Oud-West,52.3634,4.85925,Entire home/apt,120,8,10,0.12,1,50
"Green, sportive experience in A'dam",Noord-West,52.42037,4.8947,Entire home/apt,140,5,15,0.18,1,365
Apartment in centre of Amsterdam ,Centrum-West,52.367909999999995,4.88086,Entire home/apt,147,3,29,0.32,1,0
"Cozy, unique apartment in Jordaan",Centrum-West,52.38093,4.8865300000000005,Entire home/apt,175,2,26,0.28,2,0
"House in city centre, sunny garden",De Pijp - Rivierenbuurt,52.35398,4.89165,Entire home/apt,199,60,2,0.03,1,282
Spacious Apartment - Max 4 pers + FREE Fast WiFi,De Pijp - Rivierenbuurt,52.34765,4.91135,Entire home/apt,245,2,54,0.59,1,1
Beautiful & Artistic APT | CITY CENTRE!,Centrum-West,52.372479999999996,4.876119999999999,Entire home/apt,190,2,30,0.32,1,0
Great cosy central quiet apartment!,De Pijp - Rivierenbuurt,52.34094,4.90236,Entire home/apt,125,10,21,0.34,1,0
"Lovely a'dam, groundfloor, garden",De Baarsjes - Oud-West,52.37425,4.86174,Entire home/apt,69,2,4,0.06,1,0
Central A'dam 4p 2bedr,Westerpark,52.38328,4.8714900000000005,Entire home/apt,214,2,16,0.17,1,0
"New, Cozy, Trendy & apartment ",Oud-Oost,52.358470000000004,4.9202,Entire home/apt,95,1,3,0.04,1,363
Peaceful and Central at home,Centrum-Oost,52.37133,4.92935,Entire home/apt,150,2,30,0.32,1,0
Penthouse with terrace in centrum,Centrum-Oost,52.36711,4.90448,Entire home/apt,295,3,44,0.63,1,78
Walking Distance Waterlooplein,Centrum-Oost,52.372009999999996,4.90142,Entire home/apt,200,180,0,,1,365
Nice Room near to RAI and downtown,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,80,1,411,5.9,1,135
Room privacy near centre Amsterdam,Geuzenveld - Slotermeer,52.383140000000004,4.8375900000000005,Private room,65,1,299,3.24,2,350
"Cosy, quiet apartment near Vondelpark",De Baarsjes - Oud-West,52.3636,4.85752,Entire home/apt,108,4,17,0.18,1,0
City beach apartment,Centrum-Oost,52.37321,4.92402,Entire home/apt,120,28,81,0.96,1,143
SPACIOUS LOFT in 17C CANAL MANSION,Centrum-West,52.37443,4.8996,Private room,175,1,418,4.56,2,327
Appartment with awesome roofterrace,De Baarsjes - Oud-West,52.366929999999996,4.86669,Entire home/apt,70,4,64,0.69,1,5
Luxury canal-apartment Amsterdam,Centrum-West,52.37446,4.88875,Entire home/apt,250,7,120,1.32,1,214
2 rooms in beautiful appartment near Vondelpark,De Baarsjes - Oud-West,52.360859999999995,4.8534,Entire home/apt,95,1,11,0.14,3,0
Quiet room in Amsterdam Center,Centrum-West,52.37305,4.89741,Private room,85,1,699,7.6,1,63
Green oasis only 15 min from Station.,IJburg - Zeeburgereiland,52.36213,4.97431,Entire home/apt,120,7,23,0.25,1,0
Cosy and stylish flat in Oud-West for cat lovers,De Baarsjes - Oud-West,52.36772,4.86503,Entire home/apt,98,3,53,0.58,1,0
Friendly ap. near centre Amsterdam,Westerpark,52.39009,4.8830599999999995,Entire home/apt,97,2,60,0.65,1,121
"Museum Suite, near Leidse Square",De Baarsjes - Oud-West,52.36207,4.87483,Entire home/apt,150,7,170,1.85,1,264
Lovely apartment South A'dam (RAI),De Pijp - Rivierenbuurt,52.34124,4.895230000000001,Entire home/apt,149,3,24,0.26,1,0
Comfortable apartment near city centre,Westerpark,52.38541,4.87178,Entire home/apt,130,2,25,0.27,1,111
"Cozy and light in Bos en Lommer, 96 m²",Bos en Lommer,52.37435,4.84636,Entire home/apt,240,5,85,0.93,2,0
Oud West Vondelpark Centre Jordaan,De Baarsjes - Oud-West,52.36756,4.86563,Entire home/apt,150,3,9,0.1,1,351
Appartment 5 min from Vondelpark & Roofterrace!!!,De Baarsjes - Oud-West,52.36397,4.8643,Entire home/apt,120,2,9,0.11,1,0
luxe apartment in amsterdam city,Centrum-Oost,52.36631,4.88786,Entire home/apt,219,1,120,1.32,1,138
Unique spacious family home in the Jordaan,Centrum-West,52.37917,4.88459,Entire home/apt,275,4,27,0.3,1,0
Independent Studio in 'De Pijp',De Pijp - Rivierenbuurt,52.35537,4.894769999999999,Private room,110,3,186,3.59,1,3
Cozy Spacious Clean Stylish Quiet in Lively Pijp,De Pijp - Rivierenbuurt,52.35588,4.90153,Entire home/apt,325,5,48,0.53,1,1
Light apartment in Old-West nearby the Vondelpark,De Baarsjes - Oud-West,52.36449,4.86446,Entire home/apt,121,3,26,0.35,1,0
Warm & Romantic apt in De Jordaan,Centrum-West,52.377520000000004,4.88164,Entire home/apt,149,2,6,0.07,1,0
Cozy houseboat near Vondelpark!,De Baarsjes - Oud-West,52.3638,4.86246,Entire home/apt,99,1,59,0.67,1,0
Amsterdam Centrum (City Center),Centrum-West,52.37608,4.893669999999999,Entire home/apt,250,2,19,0.32,1,37
"Sunny, Elegant, Spacious apartment in the Centre",Centrum-Oost,52.362190000000005,4.90972,Entire home/apt,130,3,24,0.52,1,0
Loft style home nearby city centre,De Baarsjes - Oud-West,52.36525,4.86904,Entire home/apt,120,2,147,1.66,1,0
Cozy app. @ Vondelpark (Oud-Zuid),Zuid,52.350159999999995,4.849469999999999,Entire home/apt,110,6,11,0.2,1,0
Canal house right in the Jordaan (center),Centrum-West,52.38451,4.8909400000000005,Entire home/apt,156,4,85,0.94,2,107
Sunny apt great location free bikes,Westerpark,52.37745,4.87289,Private room,69,2,183,2.01,1,0
Spacious and cozy apartment close to Westerpark,Westerpark,52.38435,4.86993,Entire home/apt,149,10,0,,2,0
Luxury design appt - Centre De Pijp,De Pijp - Rivierenbuurt,52.35264,4.89699,Entire home/apt,99,2,29,0.32,1,0
Beautiful loft in center Amsterdam,Centrum-Oost,52.360929999999996,4.89802,Entire home/apt,280,2,109,1.2,1,55
Superb loft apartment in de Pijp!,De Pijp - Rivierenbuurt,52.35158,4.895490000000001,Entire home/apt,250,1,53,0.58,1,362
Great location modern apartment,Centrum-West,52.38114,4.8854,Entire home/apt,145,6,106,1.17,1,1
Suite 2 Stay - studio Beautiful Barok - canal area,Centrum-Oost,52.36074,4.894369999999999,Private room,125,3,75,2.03,2,107
La Vie En Rose B&B Amsterdam Centre Private Suite1,Centrum-West,52.37469,4.89179,Hotel room,125,2,221,3.55,2,0
Bed & Breakfast in Oud West Area,Westerpark,52.3731,4.86859,Private room,70,3,351,3.89,1,319
Cosy apartment in upcoming Oost!,Oud-Oost,52.36522,4.93107,Entire home/apt,99,2,28,0.32,1,0
Bright Design Apt | Artful Stay,De Baarsjes - Oud-West,52.364340000000006,4.87861,Entire home/apt,275,7,185,2.04,3,71
FAMILY HOME WITH SUNNY PRIVATE GARDEN IN CENTER,Centrum-Oost,52.37297,4.922,Entire home/apt,150,5,10,0.11,1,0
Roof Terrace Apartm w. parking,Bos en Lommer,52.375840000000004,4.84783,Entire home/apt,130,14,69,1.13,1,0
Private Room at our LoveNest in Amsterdam,Centrum-Oost,52.36213,4.91045,Private room,99,3,77,0.84,2,0
Love Nest for rent in the center!!!,Centrum-Oost,52.36123,4.9088199999999995,Entire home/apt,119,6,149,1.65,2,0
Modern  stylish villa: My Amsterdam Houseboat,Westerpark,52.37818,4.86982,Entire home/apt,299,2,35,0.4,3,324
Cosy/Creative/Canal Apt for 2/3 p,Centrum-West,52.37037,4.88669,Entire home/apt,175,3,49,0.54,1,85
Sailing ship Amsterdam center,Centrum-Oost,52.36869,4.918740000000001,Entire home/apt,300,2,107,1.21,2,1
"Best Deal, City Center!!",Centrum-Oost,52.36335,4.8977900000000005,Entire home/apt,150,30,39,0.43,1,365
Kiki's Loft Apartment,Centrum-Oost,52.360079999999996,4.90068,Entire home/apt,260,7,23,0.27,9,0
Kiki's Garden View Apartment 01,Centrum-Oost,52.36164,4.9021099999999995,Entire home/apt,260,7,21,0.29,9,280
Kiki's Garden View Apartment 02,Centrum-Oost,52.359590000000004,4.90227,Entire home/apt,260,7,17,0.23,9,337
Kiki's Penthouse Apartment,Centrum-Oost,52.37178,4.90292,Hotel room,260,7,15,0.2,9,0
Private luxury B&B near Amstel,Oud-Oost,52.35618,4.90845,Private room,115,2,130,1.43,2,290
beautiful apartment in canal house,Centrum-West,52.38471,4.88943,Entire home/apt,150,5,79,0.91,2,0
Spacious apt in great neighbourhood,De Pijp - Rivierenbuurt,52.3524,4.9056,Entire home/apt,130,4,22,0.25,1,0
nice cozy room near Vondelpark,De Baarsjes - Oud-West,52.36094,4.85266,Private room,60,2,40,0.52,3,100
beautiful 2 storeys flat for four or five,Westerpark,52.38476,4.88004,Entire home/apt,150,3,9,0.11,1,0
3 room apartment in De Baarsjes !,De Baarsjes - Oud-West,52.36817,4.861619999999999,Entire home/apt,240,2,30,0.34,1,1
Spacious Sunny Apartment - 4p,De Pijp - Rivierenbuurt,52.34819,4.91069,Entire home/apt,219,30,68,0.76,1,153
Beautiful apartment with big garden,De Baarsjes - Oud-West,52.36077,4.85113,Entire home/apt,129,4,26,0.29,1,352
Canal house - Heart of Amsterdam,Centrum-Oost,52.372659999999996,4.90456,Entire home/apt,250,4,238,2.72,1,37
Laid back and Relaxed Apt in A'dam,De Baarsjes - Oud-West,52.35945,4.8608199999999995,Entire home/apt,220,3,114,1.31,1,179
A special spot near the Jordaan ideal for two,De Baarsjes - Oud-West,52.37025,4.87482,Private room,140,2,161,2.0,1,248
Bright & Cosy Canal View Apartment,Centrum-West,52.377790000000005,4.88437,Entire home/apt,89,3,18,0.23,1,0
"Central apartment 50m2, Old West Jordaan.",De Baarsjes - Oud-West,52.3668,4.8712599999999995,Entire home/apt,90,4,38,0.43,1,17
"Luxurious, Spacious and light 130m2",De Baarsjes - Oud-West,52.37396,4.8624,Entire home/apt,235,2,99,1.22,1,37
Spacious delightful Canalhouse,Centrum-West,52.36737,4.888719999999999,Entire home/apt,319,3,104,1.17,1,0
beautiful spacious appartment near Vondelpark,De Baarsjes - Oud-West,52.36096,4.85352,Entire home/apt,225,2,9,0.13,3,85
Spacious design apt. | Centre A'dam,De Baarsjes - Oud-West,52.36495,4.8789,Entire home/apt,126,6,42,0.55,1,0
"Nice Apartment 50m2, East Side!",Oostelijk Havengebied - Indische Buurt,52.363040000000005,4.93588,Entire home/apt,80,2,7,0.08,1,108
Private guest apartment on a shared boat,Centrum-Oost,52.3658,4.89911,Shared room,228,4,63,0.79,1,0
Amsterdam Apartment - Clean Quiet Safe,Noord-Oost,52.39942,4.95311,Private room,59,3,246,2.71,2,345
LOFT at Canal : special fall-break & ADE price!,Centrum-West,52.38688,4.88489,Entire home/apt,225,3,60,0.74,1,365
"Room, brandnew luxurious houseboat",Westerpark,52.379329999999996,4.86966,Private room,109,2,259,3.08,3,156
Fantastic 100m2 apartment. Top loca,Zuid,52.35635,4.88589,Entire home/apt,135,2,23,0.26,1,0
Lovely Amsterdam Houseboat,Zuid,52.34075,4.85024,Entire home/apt,250,3,10,0.19,1,0
En-Suite Bed & Coffee Room in Historic Centre,Centrum-West,52.37512,4.88282,Private room,119,1,391,6.06,2,281
Nice and Cozy Room Offered in Amsterdam,Slotervaart,52.34833,4.83453,Private room,40,2,188,2.21,2,362
Charming monument in the Jordaan,Centrum-West,52.37697,4.88353,Entire home/apt,130,2,20,0.23,1,0
"Jordaan, the Heart of Amsterdam",Centrum-West,52.37764,4.88206,Private room,60,2,12,0.15,1,0
the Boathouse bed&bike A'dam centre,Centrum-Oost,52.37112,4.8994599999999995,Private room,118,3,409,4.53,2,320
"Spacious, bright and comfortable",De Baarsjes - Oud-West,52.35949,4.85712,Entire home/apt,140,3,2,0.08,1,0
Sleep on board of our ship in North Amsterdam,Westerpark,52.39389,4.87898,Private room,80,3,73,0.82,6,170
★★★★★ Amsterdam Floating Mansion parking+roofpatio,Oostelijk Havengebied - Indische Buurt,52.36906,4.95207,Entire home/apt,425,2,161,1.78,1,0
Lovely apartment near city centre,De Pijp - Rivierenbuurt,52.35484,4.90534,Entire home/apt,170,3,12,0.15,1,0
Beautiful apartment in city centre,Centrum-Oost,52.36912,4.907,Entire home/apt,150,3,28,0.36,1,0
Design apartment nearby the Amstel ,Oud-Oost,52.35089,4.91348,Entire home/apt,165,2,30,0.44,1,0
9-STREETS apartment in A'dam Wolvenstraat,Centrum-West,52.37082,4.88509,Entire home/apt,149,3,60,0.7,1,0
Beautiful apartment in city center for FAMILIES,Centrum-West,52.36988,4.8886199999999995,Entire home/apt,399,1,48,0.54,1,229
Lovely Cozy Place in De Baarsjes!,De Baarsjes - Oud-West,52.366859999999996,4.8535,Entire home/apt,179,1,1,0.02,1,0
Great apartment Oud West close to foodhallen***,De Baarsjes - Oud-West,52.36993,4.8689,Entire home/apt,111,3,68,0.81,1,0
