neighbourhood,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,price/night
De Baarsjes - Oud-West,Entire home/apt,3,0.03,1,19.75
Centrum-Oost,Entire home/apt,4,0.04,1,73.33333333333333
Centrum-West,Entire home/apt,74,0.83,1,45.0
De Baarsjes - Oud-West,Entire home/apt,25,0.28,1,150.0
De Baarsjes - Oud-West,Entire home/apt,43,0.5,1,37.5
De Baarsjes - Oud-West,Entire home/apt,29,0.33,1,33.0
De Baarsjes - Oud-West,Entire home/apt,17,0.19,1,38.0
Zuid,Entire home/apt,661,7.44,1,140.0
Zuid,Entire home/apt,70,0.79,1,26.666666666666668
Noord-Oost,Private room,66,0.76,1,64.33333333333333
Westerpark,Entire home/apt,326,3.8,3,35.714285714285715
De Baarsjes - Oud-West,Private room,134,1.59,1,100.0
Centrum-West,Entire home/apt,78,0.9,1,44.333333333333336
Centrum-West,Entire home/apt,34,0.39,1,36.333333333333336
Centrum-West,Entire home/apt,36,0.49,1,45.0
Centrum-Oost,Entire home/apt,8,0.09,1,87.5
Centrum-Oost,Entire home/apt,50,0.89,1,100.0
Zuid,Private room,100,1.98,1,72.5
Slotervaart,Entire home/apt,7,0.1,1,40.0
De Baarsjes - Oud-West,Private room,233,2.7,1,47.0
De Pijp - Rivierenbuurt,Entire home/apt,92,1.08,1,180.0
Oud-Oost,Entire home/apt,2,0.04,1,0.22
De Baarsjes - Oud-West,Entire home/apt,36,0.42,1,66.66666666666667
Centrum-Oost,Private room,51,1.12,2,50.0
Centrum-Oost,Private room,459,5.32,1,36.666666666666664
Noord-West,Private room,327,3.85,3,77.0
Oud-Oost,Entire home/apt,28,0.34,1,86.25
Centrum-Oost,Private room,43,0.51,2,75.0
De Pijp - Rivierenbuurt,Private room,501,5.71,1,44.5
Centrum-Oost,Private room,47,0.55,2,30.0
Bos en Lommer,Entire home/apt,22,0.38,2,40.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,53,0.62,1,41.666666666666664
De Aker - Nieuw Sloten,Private room,412,4.7,1,62.5
Centrum-Oost,Entire home/apt,6,0.08,1,45.8
Noord-Oost,Entire home/apt,33,0.46,1,30.0
Bos en Lommer,Entire home/apt,30,0.44,2,72.5
Zuid,Entire home/apt,30,0.35,1,100.0
Westerpark,Entire home/apt,33,0.68,1,92.5
Centrum-Oost,Entire home/apt,47,0.55,2,59.75
De Baarsjes - Oud-West,Private room,49,0.59,1,32.5
Westerpark,Entire home/apt,22,0.25,1,100.0
Centrum-West,Entire home/apt,59,0.69,1,125.0
De Pijp - Rivierenbuurt,Entire home/apt,12,0.15,1,75.0
Westerpark,Entire home/apt,39,0.46,2,87.0
De Baarsjes - Oud-West,Entire home/apt,76,0.89,1,43.0
Buitenveldert - Zuidas,Private room,323,3.8,1,29.5
De Baarsjes - Oud-West,Private room,60,0.71,1,57.5
Centrum-West,Entire home/apt,25,0.29,1,75.0
Centrum-West,Entire home/apt,57,0.67,1,42.0
Noord-West,Entire home/apt,55,0.65,1,127.5
De Pijp - Rivierenbuurt,Entire home/apt,20,0.36,2,49.5
Westerpark,Entire home/apt,0,0.0,1,62.5
Zuid,Entire home/apt,56,0.64,1,79.8
Watergraafsmeer,Private room,108,1.93,1,62.5
Bos en Lommer,Private room,34,0.47,1,43.75
De Pijp - Rivierenbuurt,Entire home/apt,33,0.39,1,69.5
Zuid,Entire home/apt,24,0.28,1,14.285714285714286
Zuid,Entire home/apt,10,0.12,1,25.8
De Baarsjes - Oud-West,Entire home/apt,32,0.38,1,75.0
Zuid,Entire home/apt,279,3.37,1,74.5
De Baarsjes - Oud-West,Entire home/apt,68,0.79,1,43.0
Oud-Oost,Entire home/apt,7,0.08,1,6.875
Oud-Noord,Private room,129,1.52,2,220.0
De Baarsjes - Oud-West,Entire home/apt,70,0.82,1,58.333333333333336
Centrum-Oost,Private room,408,4.75,1,92.5
Westerpark,Entire home/apt,65,0.94,1,32.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,16,0.2,1,13.928571428571429
De Pijp - Rivierenbuurt,Entire home/apt,9,0.1,1,15.0
Centrum-Oost,Entire home/apt,7,0.22,1,9.666666666666666
Westerpark,Private room,349,4.08,1,31.666666666666668
Osdorp,Private room,183,2.27,2,42.5
Osdorp,Entire home/apt,5,0.06,1,62.5
Watergraafsmeer,Entire home/apt,43,0.5,1,38.333333333333336
IJburg - Zeeburgereiland,Private room,68,0.89,2,35.0
Centrum-Oost,Entire home/apt,11,0.13,1,53.333333333333336
Bijlmer-Centrum,Private room,4,0.06,1,34.5
Centrum-West,Entire home/apt,51,0.6,9,18.571428571428573
Centrum-Oost,Entire home/apt,13,0.15,2,55.0
IJburg - Zeeburgereiland,Entire home/apt,22,0.3,1,91.66666666666667
Oud-Oost,Entire home/apt,24,0.4,1,48.0
Centrum-West,Private room,349,4.12,2,12.5
De Pijp - Rivierenbuurt,Entire home/apt,23,0.27,1,116.33333333333333
Zuid,Private room,165,2.03,1,47.5
Zuid,Private room,29,1.24,2,40.0
Centrum-Oost,Entire home/apt,36,0.42,1,33.8
De Baarsjes - Oud-West,Private room,254,3.0,1,25.333333333333332
Oostelijk Havengebied - Indische Buurt,Entire home/apt,7,0.09,1,35.8
Centrum-West,Shared room,299,3.48,1,40.0
De Pijp - Rivierenbuurt,Entire home/apt,31,0.37,1,62.5
Westerpark,Private room,332,4.26,1,26.333333333333332
Centrum-Oost,Entire home/apt,19,0.22,1,100.0
De Baarsjes - Oud-West,Entire home/apt,97,1.13,1,133.33333333333334
Centrum-Oost,Entire home/apt,93,1.32,1,147.5
De Baarsjes - Oud-West,Entire home/apt,45,0.52,1,72.5
Oud-Oost,Private room,47,0.55,1,32.25
Westerpark,Entire home/apt,16,0.19,1,25.0
Westerpark,Private room,107,1.89,2,60.0
Slotervaart,Private room,468,5.44,1,33.0
Westerpark,Entire home/apt,51,0.6,1,36.25
Centrum-Oost,Entire home/apt,137,1.61,1,70.0
Westerpark,Entire home/apt,19,0.22,1,59.5
Watergraafsmeer,Entire home/apt,1,0.01,1,31.25
Centrum-Oost,Private room,41,0.49,2,41.666666666666664
Zuid,Private room,226,3.09,2,60.0
Centrum-West,Private room,10,0.15,1,33.333333333333336
Centrum-West,Entire home/apt,29,0.34,1,34.0
Noord-Oost,Entire home/apt,2,0.03,1,46.666666666666664
Gaasperdam - Driemond,Entire home/apt,14,0.23,1,45.0
Watergraafsmeer,Entire home/apt,2,0.03,1,50.0
Slotervaart,Entire home/apt,6,0.13,1,27.0
Bos en Lommer,Entire home/apt,23,0.34,1,36.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,112,1.31,1,14.285714285714286
Oud-Noord,Private room,553,6.44,2,47.0
Oud-Oost,Private room,98,1.15,2,44.5
Centrum-West,Entire home/apt,50,0.59,1,9.88888888888889
Bos en Lommer,Entire home/apt,30,0.75,1,48.333333333333336
Zuid,Entire home/apt,24,0.28,1,21.666666666666668
Zuid,Entire home/apt,17,0.21,1,75.0
Westerpark,Entire home/apt,65,0.78,1,55.0
De Baarsjes - Oud-West,Entire home/apt,16,0.19,1,73.75
Centrum-West,Entire home/apt,43,0.53,1,199.5
Westerpark,Entire home/apt,12,0.24,1,43.0
Centrum-West,Entire home/apt,97,1.15,3,93.33333333333333
Zuid,Entire home/apt,48,0.57,1,66.66666666666667
Bos en Lommer,Entire home/apt,2,0.03,1,33.333333333333336
Oostelijk Havengebied - Indische Buurt,Entire home/apt,17,0.21,1,20.0
Centrum-West,Entire home/apt,54,0.64,3,66.66666666666667
Centrum-West,Entire home/apt,62,0.73,3,41.666666666666664
Centrum-West,Entire home/apt,47,0.56,1,94.0
De Baarsjes - Oud-West,Entire home/apt,18,0.42,1,130.0
Centrum-Oost,Entire home/apt,35,0.41,1,247.5
Westerpark,Entire home/apt,285,3.4,1,82.5
Oud-Oost,Entire home/apt,21,0.25,1,100.0
Centrum-West,Entire home/apt,9,0.11,1,166.66666666666666
De Pijp - Rivierenbuurt,Entire home/apt,36,0.44,1,125.0
De Pijp - Rivierenbuurt,Private room,192,2.51,1,31.666666666666668
IJburg - Zeeburgereiland,Entire home/apt,238,2.81,1,22.857142857142858
De Baarsjes - Oud-West,Entire home/apt,87,1.03,1,39.285714285714285
Westerpark,Entire home/apt,15,0.18,1,86.66666666666667
Zuid,Private room,455,5.38,2,69.0
De Baarsjes - Oud-West,Entire home/apt,30,0.36,1,42.0
Centrum-West,Entire home/apt,48,0.57,11,14.142857142857142
Noord-West,Entire home/apt,5,0.09,1,6.0
IJburg - Zeeburgereiland,Entire home/apt,79,0.93,1,32.5
Centrum-West,Private room,311,3.84,2,175.0
Oud-Oost,Entire home/apt,325,3.83,1,36.25
De Baarsjes - Oud-West,Entire home/apt,22,0.26,1,29.0
De Pijp - Rivierenbuurt,Entire home/apt,18,0.21,1,125.0
De Baarsjes - Oud-West,Entire home/apt,20,0.24,1,48.0
Centrum-Oost,Entire home/apt,27,0.33,1,112.5
Oud-Oost,Entire home/apt,62,0.74,1,146.33333333333334
Oud-Noord,Entire home/apt,63,0.74,1,18.0
De Baarsjes - Oud-West,Entire home/apt,23,0.27,1,31.25
Bos en Lommer,Entire home/apt,83,0.98,1,100.0
De Baarsjes - Oud-West,Entire home/apt,25,0.49,1,31.666666666666668
Centrum-West,Hotel room,60,0.71,1,62.5
De Baarsjes - Oud-West,Entire home/apt,60,0.71,1,33.333333333333336
Oud-Oost,Entire home/apt,25,0.3,1,90.0
Oud-Oost,Entire home/apt,17,0.37,1,43.75
De Pijp - Rivierenbuurt,Entire home/apt,21,0.27,2,50.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,16,0.19,1,23.333333333333332
Centrum-West,Entire home/apt,11,0.19,1,850.0
Centrum-Oost,Entire home/apt,22,0.86,1,25.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,1,0.03,1,10.0
Osdorp,Private room,160,2.01,2,40.0
Slotervaart,Entire home/apt,27,0.32,1,49.0
Centrum-Oost,Entire home/apt,92,1.08,1,66.66666666666667
De Baarsjes - Oud-West,Entire home/apt,52,0.64,1,40.0
Centrum-Oost,Private room,373,4.42,1,75.0
Watergraafsmeer,Entire home/apt,5,0.06,1,50.0
Gaasperdam - Driemond,Private room,53,0.66,1,20.0
De Pijp - Rivierenbuurt,Entire home/apt,19,0.23,1,50.0
Centrum-West,Entire home/apt,29,0.35,1,106.66666666666667
De Baarsjes - Oud-West,Entire home/apt,96,1.14,1,92.5
De Baarsjes - Oud-West,Entire home/apt,43,0.51,1,23.25
De Pijp - Rivierenbuurt,Entire home/apt,12,0.23,1,18.4
Bos en Lommer,Entire home/apt,11,0.15,1,99.5
Bos en Lommer,Private room,285,3.37,3,85.0
De Pijp - Rivierenbuurt,Entire home/apt,105,1.24,2,41.666666666666664
Zuid,Private room,289,6.56,1,120.0
Bos en Lommer,Entire home/apt,12,0.24,1,49.5
Slotervaart,Private room,173,2.13,1,34.5
IJburg - Zeeburgereiland,Entire home/apt,32,0.39,1,96.25
Centrum-West,Private room,45,0.66,1,49.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,6,0.09,1,83.33333333333333
Centrum-West,Entire home/apt,17,0.38,1,117.5
De Pijp - Rivierenbuurt,Entire home/apt,35,0.42,1,49.666666666666664
De Baarsjes - Oud-West,Entire home/apt,17,0.47,1,48.333333333333336
Oud-Noord,Private room,129,1.59,1,62.0
De Pijp - Rivierenbuurt,Entire home/apt,16,0.45,1,45.0
De Pijp - Rivierenbuurt,Entire home/apt,25,0.6,1,91.5
Bos en Lommer,Private room,263,3.17,3,85.0
De Pijp - Rivierenbuurt,Entire home/apt,8,0.1,1,47.5
Centrum-Oost,Entire home/apt,96,1.15,1,35.0
Bijlmer-Centrum,Private room,390,4.99,1,58.0
Bos en Lommer,Entire home/apt,76,0.91,1,40.0
Centrum-West,Entire home/apt,29,0.36,11,14.285714285714286
De Pijp - Rivierenbuurt,Entire home/apt,59,0.72,1,27.5
Centrum-West,Entire home/apt,68,0.85,1,99.5
De Baarsjes - Oud-West,Entire home/apt,4,0.13,1,150.0
De Baarsjes - Oud-West,Entire home/apt,47,0.56,1,43.333333333333336
Centrum-Oost,Entire home/apt,22,0.27,1,62.5
Oud-Oost,Entire home/apt,10,0.13,1,73.75
Buitenveldert - Zuidas,Entire home/apt,15,0.19,1,40.0
Westerpark,Private room,12,0.34,1,44.0
Watergraafsmeer,Entire home/apt,7,0.12,1,40.0
De Pijp - Rivierenbuurt,Entire home/apt,50,0.62,1,30.0
De Baarsjes - Oud-West,Entire home/apt,9,0.21,1,75.0
De Baarsjes - Oud-West,Private room,485,5.77,1,50.0
De Baarsjes - Oud-West,Entire home/apt,51,0.61,1,137.5
Oud-Oost,Entire home/apt,112,1.33,1,60.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,68,0.81,1,46.666666666666664
De Baarsjes - Oud-West,Entire home/apt,20,0.24,1,29.666666666666668
Zuid,Entire home/apt,1,0.02,1,40.666666666666664
De Baarsjes - Oud-West,Entire home/apt,17,0.36,1,77.5
Centrum-Oost,Entire home/apt,14,0.58,1,83.33333333333333
Watergraafsmeer,Entire home/apt,20,0.24,1,66.66666666666667
Centrum-Oost,Entire home/apt,3,0.05,1,100.0
Centrum-West,Entire home/apt,34,0.41,1,131.5
De Baarsjes - Oud-West,Entire home/apt,43,0.72,1,15.0
Oud-Noord,Entire home/apt,235,2.89,1,70.0
Zuid,Entire home/apt,0,0.0,1,0.6557377049180327
Bos en Lommer,Private room,148,1.77,1,50.0
De Baarsjes - Oud-West,Entire home/apt,23,0.39,1,77.0
De Baarsjes - Oud-West,Entire home/apt,41,0.49,1,29.166666666666668
De Baarsjes - Oud-West,Entire home/apt,56,0.67,1,75.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,22,0.39,1,80.0
Oud-Oost,Entire home/apt,24,0.29,1,50.0
Centrum-West,Entire home/apt,4,0.05,1,3.8095238095238093
Westerpark,Entire home/apt,59,0.72,1,70.0
Centrum-West,Entire home/apt,23,0.28,1,90.0
Centrum-West,Entire home/apt,63,0.77,1,43.333333333333336
De Baarsjes - Oud-West,Entire home/apt,58,0.7,1,31.666666666666668
De Baarsjes - Oud-West,Private room,362,4.36,1,45.0
De Baarsjes - Oud-West,Entire home/apt,65,0.85,1,62.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,10,0.12,1,45.0
De Baarsjes - Oud-West,Entire home/apt,46,0.56,1,21.666666666666668
De Pijp - Rivierenbuurt,Entire home/apt,30,0.36,2,78.33333333333333
Oud-Noord,Private room,391,4.73,2,46.0
Centrum-West,Entire home/apt,1,0.01,7,138.33333333333334
Centrum-West,Entire home/apt,10,0.21,7,183.33333333333334
Centrum-West,Entire home/apt,4,0.09,7,216.66666666666666
Centrum-Oost,Entire home/apt,127,1.53,1,350.0
Centrum-West,Entire home/apt,4,0.09,7,216.66666666666666
Centrum-West,Private room,307,3.78,1,80.0
Watergraafsmeer,Entire home/apt,58,0.71,2,6.035714285714286
Centrum-West,Entire home/apt,0,0.0,7,158.33333333333334
De Baarsjes - Oud-West,Entire home/apt,73,0.88,1,148.5
Oud-Noord,Entire home/apt,36,0.5,1,147.5
De Pijp - Rivierenbuurt,Entire home/apt,69,1.01,1,60.0
De Pijp - Rivierenbuurt,Private room,624,7.48,1,21.666666666666668
De Pijp - Rivierenbuurt,Entire home/apt,47,0.57,1,100.0
De Baarsjes - Oud-West,Entire home/apt,27,0.33,1,36.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,9,0.12,1,17.6
Westerpark,Entire home/apt,25,0.55,1,31.666666666666668
Watergraafsmeer,Entire home/apt,33,0.41,1,11.285714285714286
Centrum-West,Entire home/apt,7,0.09,1,41.666666666666664
Centrum-West,Entire home/apt,69,0.9,1,56.666666666666664
Centrum-Oost,Entire home/apt,12,0.17,1,45.0
Centrum-West,Entire home/apt,24,0.29,1,83.33333333333333
Zuid,Entire home/apt,30,0.38,1,199.5
De Baarsjes - Oud-West,Entire home/apt,9,0.12,1,24.75
De Baarsjes - Oud-West,Entire home/apt,62,0.89,1,39.8
De Baarsjes - Oud-West,Entire home/apt,16,0.19,1,60.0
Bijlmer-Centrum,Entire home/apt,46,0.56,1,41.666666666666664
Centrum-Oost,Entire home/apt,38,0.46,1,100.0
Westerpark,Entire home/apt,8,0.1,1,100.0
De Baarsjes - Oud-West,Entire home/apt,217,2.69,1,18.0
De Baarsjes - Oud-West,Entire home/apt,28,0.34,1,83.33333333333333
Oud-Oost,Entire home/apt,10,0.12,1,35.0
Bos en Lommer,Private room,307,3.77,2,30.0
Centrum-Oost,Entire home/apt,21,0.25,1,44.0
Centrum-Oost,Entire home/apt,7,0.16,1,76.5
Bos en Lommer,Entire home/apt,4,0.06,1,19.6
Centrum-Oost,Entire home/apt,33,0.4,1,56.25
Oud-Oost,Entire home/apt,42,0.52,1,19.75
De Baarsjes - Oud-West,Entire home/apt,8,0.1,1,14.285714285714286
Centrum-Oost,Entire home/apt,42,0.53,1,29.666666666666668
Oud-Oost,Entire home/apt,10,2.21,1,62.5
De Baarsjes - Oud-West,Entire home/apt,91,1.1,1,23.8
Noord-West,Hotel room,315,3.82,3,71.0
De Baarsjes - Oud-West,Private room,158,1.93,1,19.75
Watergraafsmeer,Entire home/apt,20,0.24,1,85.0
De Pijp - Rivierenbuurt,Entire home/apt,85,1.03,1,74.5
Zuid,Entire home/apt,5,0.09,1,75.0
Centrum-West,Entire home/apt,63,0.92,1,125.0
De Pijp - Rivierenbuurt,Entire home/apt,60,0.73,1,66.33333333333333
De Baarsjes - Oud-West,Entire home/apt,34,0.41,1,115.0
Centrum-West,Entire home/apt,28,0.35,2,125.0
De Baarsjes - Oud-West,Entire home/apt,1,0.01,1,45.0
De Baarsjes - Oud-West,Entire home/apt,32,0.4,1,100.0
Centrum-West,Entire home/apt,50,0.62,11,14.285714285714286
Westerpark,Entire home/apt,93,1.13,1,49.0
Centrum-West,Entire home/apt,102,1.25,11,25.714285714285715
Centrum-West,Entire home/apt,35,0.44,11,15.714285714285714
Centrum-West,Entire home/apt,28,0.34,11,17.857142857142858
Centrum-West,Entire home/apt,61,0.75,11,14.142857142857142
De Baarsjes - Oud-West,Entire home/apt,8,0.12,1,24.0
Westerpark,Entire home/apt,12,0.17,1,53.333333333333336
De Baarsjes - Oud-West,Private room,171,2.07,1,21.8
De Baarsjes - Oud-West,Entire home/apt,48,0.72,1,200.0
Oud-Noord,Entire home/apt,15,0.18,1,26.0
IJburg - Zeeburgereiland,Entire home/apt,11,0.19,1,66.66666666666667
Zuid,Entire home/apt,11,0.18,1,50.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,19,0.23,1,24.8
De Pijp - Rivierenbuurt,Entire home/apt,76,0.99,1,100.0
Oostelijk Havengebied - Indische Buurt,Private room,40,0.7,1,12.8
De Baarsjes - Oud-West,Private room,186,2.27,1,77.0
Centrum-Oost,Entire home/apt,10,0.16,1,150.0
Westerpark,Entire home/apt,52,0.64,1,25.0
Oud-Oost,Private room,124,1.51,4,61.5
Oud-Oost,Private room,170,2.14,4,64.0
De Baarsjes - Oud-West,Entire home/apt,22,0.27,1,14.166666666666666
Oostelijk Havengebied - Indische Buurt,Entire home/apt,47,0.95,1,33.0
Geuzenveld - Slotermeer,Entire home/apt,36,0.44,1,31.666666666666668
De Baarsjes - Oud-West,Entire home/apt,25,0.31,1,73.75
De Baarsjes - Oud-West,Entire home/apt,82,1.02,1,100.0
Noord-Oost,Private room,455,5.61,1,37.5
Centrum-West,Entire home/apt,26,0.53,9,14.142857142857142
De Pijp - Rivierenbuurt,Entire home/apt,43,0.55,1,175.0
Oud-Noord,Entire home/apt,5,0.06,1,28.0
De Baarsjes - Oud-West,Entire home/apt,20,0.26,1,40.0
Noord-Oost,Entire home/apt,0,0.0,2,29.666666666666668
Oostelijk Havengebied - Indische Buurt,Entire home/apt,56,0.69,1,45.0
Bos en Lommer,Private room,219,2.67,3,37.5
Oud-Noord,Entire home/apt,58,0.71,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,26,0.32,1,36.666666666666664
Zuid,Entire home/apt,14,0.27,1,53.333333333333336
Westerpark,Entire home/apt,3,0.05,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,8,0.2,1,2.0
Bos en Lommer,Entire home/apt,37,0.51,1,24.666666666666668
Zuid,Entire home/apt,83,1.03,1,100.0
Centrum-West,Entire home/apt,86,1.06,1,33.0
Noord-Oost,Private room,122,1.5,10,55.0
Bos en Lommer,Private room,38,0.46,2,24.333333333333332
Centrum-Oost,Private room,57,0.78,1,80.0
Westerpark,Entire home/apt,16,0.28,1,32.5
Westerpark,Entire home/apt,19,0.27,1,97.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,81,0.99,1,100.0
Gaasperdam - Driemond,Entire home/apt,56,0.84,1,82.5
Bos en Lommer,Private room,123,1.5,3,70.0
De Baarsjes - Oud-West,Private room,175,2.14,1,30.0
IJburg - Zeeburgereiland,Entire home/apt,8,0.16,1,50.0
Slotervaart,Entire home/apt,16,0.2,1,50.0
Oud-Oost,Entire home/apt,30,0.43,1,93.33333333333333
Westerpark,Entire home/apt,7,0.15,1,250.0
Zuid,Entire home/apt,5,0.06,1,33.0
Westerpark,Entire home/apt,30,0.37,1,66.33333333333333
Watergraafsmeer,Entire home/apt,34,0.5,1,49.75
De Baarsjes - Oud-West,Entire home/apt,39,0.48,1,75.0
Centrum-Oost,Entire home/apt,88,1.27,1,35.5
Oud-Oost,Private room,508,6.22,1,39.0
Centrum-West,Entire home/apt,39,0.48,1,29.8
De Baarsjes - Oud-West,Entire home/apt,91,1.13,1,46.0
De Aker - Nieuw Sloten,Entire home/apt,38,0.53,1,40.0
Westerpark,Entire home/apt,19,0.23,1,40.0
Centrum-West,Entire home/apt,43,0.59,1,30.0
Centrum-Oost,Entire home/apt,210,2.6,1,72.5
Slotervaart,Entire home/apt,17,0.21,1,30.0
Westerpark,Entire home/apt,6,0.08,1,30.333333333333332
Watergraafsmeer,Entire home/apt,10,0.12,1,36.666666666666664
Centrum-Oost,Entire home/apt,82,1.01,11,35.0
Centrum-West,Private room,314,3.85,2,67.5
De Pijp - Rivierenbuurt,Entire home/apt,35,0.44,1,37.25
De Baarsjes - Oud-West,Entire home/apt,31,0.43,1,75.0
Westerpark,Entire home/apt,32,0.45,1,59.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,1,0.02,1,60.0
De Pijp - Rivierenbuurt,Entire home/apt,92,1.2,1,74.5
De Baarsjes - Oud-West,Entire home/apt,10,0.13,1,16.129032258064516
Oostelijk Havengebied - Indische Buurt,Entire home/apt,20,0.25,1,12.714285714285714
Bos en Lommer,Private room,238,2.99,1,12.75
Centrum-West,Entire home/apt,10,0.26,1,60.5
Westerpark,Entire home/apt,11,0.14,1,32.25
De Pijp - Rivierenbuurt,Entire home/apt,12,0.15,1,22.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,26,0.34,2,62.5
Centrum-Oost,Private room,268,3.38,2,95.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,26,0.33,1,158.5
De Pijp - Rivierenbuurt,Entire home/apt,35,0.49,1,32.0
De Pijp - Rivierenbuurt,Entire home/apt,43,0.53,1,33.333333333333336
Oud-Oost,Entire home/apt,8,0.1,1,62.5
De Baarsjes - Oud-West,Entire home/apt,46,0.58,1,30.0
Bos en Lommer,Entire home/apt,131,1.63,1,46.666666666666664
Oostelijk Havengebied - Indische Buurt,Entire home/apt,12,0.15,1,11.5
De Baarsjes - Oud-West,Entire home/apt,75,0.92,1,87.5
Centrum-West,Private room,70,1.03,1,51.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,40,0.52,1,27.5
Westerpark,Private room,71,0.9,3,119.0
Centrum-Oost,Private room,52,0.69,1,24.5
De Pijp - Rivierenbuurt,Entire home/apt,59,1.1,1,200.0
De Baarsjes - Oud-West,Entire home/apt,43,0.53,1,75.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,12,0.33,1,30.0
Centrum-West,Entire home/apt,61,0.76,1,112.5
Centrum-West,Entire home/apt,60,0.78,1,48.333333333333336
Westerpark,Entire home/apt,38,0.48,1,27.25
Oostelijk Havengebied - Indische Buurt,Entire home/apt,42,0.85,1,82.5
De Pijp - Rivierenbuurt,Entire home/apt,16,0.2,1,22.25
Bos en Lommer,Entire home/apt,35,0.43,1,39.75
De Baarsjes - Oud-West,Entire home/apt,12,0.15,1,60.0
Centrum-Oost,Entire home/apt,85,1.05,2,111.66666666666667
Bos en Lommer,Entire home/apt,12,0.15,1,43.0
De Baarsjes - Oud-West,Entire home/apt,35,0.44,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,10,0.12,1,87.5
De Baarsjes - Oud-West,Entire home/apt,41,0.51,5,62.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,35,0.45,1,96.66666666666667
De Baarsjes - Oud-West,Entire home/apt,70,0.88,1,74.5
De Baarsjes - Oud-West,Entire home/apt,19,0.24,1,125.0
Centrum-Oost,Private room,27,0.34,9,83.33333333333333
Oostelijk Havengebied - Indische Buurt,Entire home/apt,41,0.52,1,26.666666666666668
Westerpark,Entire home/apt,70,0.89,1,50.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,12,0.15,1,46.333333333333336
Bos en Lommer,Entire home/apt,34,0.42,1,75.0
Centrum-West,Private room,237,2.94,2,32.333333333333336
De Baarsjes - Oud-West,Entire home/apt,18,0.52,1,25.8
Centrum-West,Entire home/apt,73,0.91,2,72.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,23,0.29,1,69.5
Westerpark,Entire home/apt,38,0.47,1,90.0
Centrum-West,Entire home/apt,64,0.79,2,51.666666666666664
Centrum-West,Entire home/apt,18,0.22,1,99.5
Westerpark,Entire home/apt,1,0.01,1,50.0
Geuzenveld - Slotermeer,Private room,243,3.43,2,15.0
De Baarsjes - Oud-West,Entire home/apt,120,1.49,1,0.3888888888888889
De Pijp - Rivierenbuurt,Entire home/apt,3,0.04,2,40.333333333333336
De Baarsjes - Oud-West,Entire home/apt,14,0.24,1,49.75
Zuid,Entire home/apt,10,0.13,1,33.0
Zuid,Entire home/apt,26,0.33,1,139.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,22,0.34,1,60.0
